year,city_name,id_city,city_population,cpi,rev_total,rev_general,intergovt_rev,igr_federal,igr_state,own_source_rev,taxes,tax_property,tax_sales_grossrec,tax_sales_general,tax_sales_selectiv,tax_sales_motofuel,tax_sales_alcohol,tax_sales_tobacco,tax_sales_utility,tax_sales_other,tax_income_indiv,tax_income_corp,tax_motor_vehicle,tax_other,charges_misc_rev,charges,chg_educ,chg_higher_ed,chg_school_lunch,chg_hospitals,chg_highways,chg_air_transit,chg_parking,chg_seaport,chg_nat_resources,chg_parks_rec,chg_hous_commdev,chg_sewers,chg_waste_mgmt,chg_other,misc_general_rev,misc_interest,misc_fines_fees,misc_spec_assess,misc_property_sale,misc_other,rev_utility,rev_utility_water,rev_utility_elec,rev_utility_gas,rev_utility_transit,rev_liquor_store,rev_empl_retire_tr,spending_direct,spending_general,education_services,education,educ_higher,educ_elem_sec,libraries,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,hospitals,health,transportation,highways,air_transit,parking,seaport,public_safety,police,fire,correction,inspection,envir_housing,natural_resources,parks_recreation,housing_commdevt,sewerage,waste_mgmt,administration,admin_financial,admin_judicial,public_buildings,admin_other,interest_general,misc,commercial_activ,other_gen_spending,spending_utility,utility_water,utility_elec,utility_gas,utility_transit,spend_liquor_store,sp_empl_retire_tr,spending_total,spend_intergovt,spend_current_ops,spend_capital,capital_construct,capital_other_dir,spend_assistance,spend_debtinterest,spend_insurance,salaries_wages,capital_general,capital_education,capital_higher_ed,capital_elem_ed,capital_hospitals,capital_highways,capital_correction,capital_nat_res,capital_parks_rec,capital_sewers,capital_waste_mgmt,capital_other_gen,capital_utility,debt_outstanding,debt_short_term,debt_long_term,debt_private_purp,debt_issued,debt_retired,cash_holdings,cash_empl_retire,cash_other,cash_other_offsets,cash_other_bonds,cash_other_other,county_name,id_county,county_population,relationship_city_school,enrollment,districts_in_city,consolidated_govt,state
2009,Fairbanks,22006001.0,31212,1.118721,4902.83,4898.51,2363.89,286.13,2077.77,2534.61,1843.96,1553.12,225.94,0.0,225.94,0.0,72.72,35.0,0.0,118.22,0.0,0.0,0.0,64.9,690.65,421.72,54.62,0.0,26.14,0.0,0.0,0.0,8.21,0.0,0.0,13.1,58.0,0.0,145.31,142.49,268.93,166.83,35.54,0.43,20.65,45.48,4.32,0.0,0.0,0.0,4.32,0.0,0.0,5849.46,5761.44,2558.81,2499.15,0.0,2499.15,59.66,44.57,0.0,0.0,0.0,0.0,0.0,44.57,458.24,449.1,0.0,9.14,0.0,610.35,325.2,262.79,0.0,22.37,409.63,0.0,85.27,166.08,0.0,158.27,243.36,150.68,13.6,0.0,79.07,97.86,1338.63,0.0,1338.63,88.02,0.0,0.0,0.0,88.02,0.0,0.0,5849.46,0.0,5367.34,384.26,272.59,111.67,0.0,97.86,0.0,2070.03,382.42,55.35,0.0,55.35,0.0,155.98,0.0,0.0,0.0,0.0,15.63,155.46,1.83,2027.03,0.0,2027.03,37.06,12.47,169.95,4988.48,0.0,4988.48,233.9,245.98,4508.6,Fairbanks North Star,21006002.0,94552.0,5.0,3390.0,,0.0,AK
2010,Fairbanks,22006001.0,31083,1.100667,5067.42,5057.35,2401.34,262.36,2138.99,2656.01,1874.18,1585.37,220.75,0.0,220.75,0.0,74.66,42.75,0.0,103.33,0.0,0.0,0.0,68.06,781.83,433.99,50.97,0.0,23.24,0.0,0.0,0.0,7.26,0.0,0.0,11.33,40.76,0.0,159.92,163.75,347.84,226.53,30.26,2.27,1.86,86.92,10.07,0.0,0.0,0.0,10.07,0.0,0.0,5087.54,5007.45,2633.67,2572.76,0.0,2572.76,60.91,53.57,0.0,0.0,0.0,0.0,0.0,53.57,387.61,379.74,0.0,7.86,0.0,644.12,329.71,293.88,0.0,20.54,297.96,0.0,92.77,132.73,0.0,72.46,236.52,135.41,14.62,0.0,86.49,86.63,667.38,0.0,667.38,80.09,0.0,0.0,0.0,80.09,0.0,0.0,5087.54,0.0,4528.72,472.2,369.27,102.92,0.0,86.63,0.0,2122.3,470.95,23.65,0.0,23.65,0.0,90.62,0.0,0.0,0.06,0.0,5.43,351.2,1.25,1951.31,0.0,1951.31,28.9,364.72,396.8,5343.44,0.0,5343.44,34.88,298.09,5010.47,Fairbanks North Star,21006002.0,95238.0,5.0,3402.0,,0.0,AK
2011,Fairbanks,22006001.0,31765,1.066987,5341.41,5332.53,2424.63,274.39,2150.24,2907.9,2000.68,1724.26,224.45,0.0,224.45,0.0,75.36,46.08,0.0,103.02,0.0,0.0,0.0,51.96,907.22,359.64,46.75,0.0,20.91,0.0,0.0,0.0,7.36,0.0,0.0,11.68,10.16,0.0,132.01,151.68,547.58,408.46,30.11,0.27,68.11,40.64,8.88,0.0,0.0,0.0,8.88,0.0,0.0,5000.22,4903.45,2577.05,2516.72,0.0,2516.72,60.33,49.79,0.0,0.0,0.0,0.0,0.0,49.79,423.76,413.92,0.0,9.84,0.0,622.72,346.65,255.32,0.0,20.76,314.55,0.0,91.58,122.71,0.0,100.26,219.64,127.63,13.46,0.0,78.55,72.0,623.94,0.0,623.94,96.77,0.0,0.0,0.0,96.77,0.0,0.0,5000.22,0.0,4626.15,302.07,219.7,82.37,0.0,72.0,0.0,2019.6,295.88,15.71,0.0,15.71,0.0,56.06,0.0,0.0,0.0,0.0,4.0,220.11,6.2,1636.24,0.0,1636.24,20.09,152.65,324.63,5473.02,0.0,5473.02,27.65,622.43,4822.93,Fairbanks North Star,21006002.0,98276.0,5.0,5319.0,,0.0,AK
2012,Fairbanks,22006001.0,30752,1.045354,4994.85,4984.92,2406.58,264.63,2141.95,2578.33,2041.21,1743.26,235.58,0.0,235.58,0.0,83.08,47.86,0.0,104.63,0.0,0.0,0.0,62.38,537.13,352.55,45.6,0.0,20.23,0.0,0.0,0.0,6.7,0.0,0.0,0.93,0.0,0.0,141.33,157.99,184.57,92.25,36.58,0.24,5.12,50.39,9.94,0.0,0.0,0.0,9.94,0.0,0.0,4609.94,4504.53,2352.78,2299.14,0.0,2299.14,53.64,59.93,0.0,0.0,0.0,0.0,0.0,59.93,535.35,527.8,0.0,7.55,0.0,502.2,210.52,269.9,0.0,21.79,295.86,0.0,90.44,141.15,0.0,64.27,252.25,111.86,16.6,0.0,123.78,69.8,436.37,0.0,436.37,105.4,0.0,0.0,0.0,105.4,0.0,0.0,4609.94,0.0,4342.48,197.66,140.33,57.32,0.0,69.8,0.0,2018.77,196.7,8.52,0.0,8.52,0.0,75.6,0.0,0.0,1.84,0.0,11.73,99.0,0.96,1450.61,0.0,1450.61,0.0,405.9,560.31,5442.08,0.0,5442.08,0.0,513.44,4928.64,Fairbanks North Star,21006002.0,98136.0,5.0,5000.0,,0.0,AK
2013,Fairbanks,22006001.0,32076,1.030263,5270.47,5259.54,2539.08,266.38,2272.71,2720.45,1928.93,1639.4,225.77,0.0,225.77,0.0,79.49,45.04,0.0,101.25,0.0,0.0,0.0,63.76,791.52,370.19,40.35,0.0,16.41,0.0,0.0,0.0,6.46,0.0,0.0,0.97,0.0,0.0,85.43,237.0,421.32,328.6,34.11,0.13,17.73,40.76,10.93,0.0,0.0,0.0,10.93,0.0,0.0,4623.06,4518.46,2368.93,2307.73,0.0,2307.73,61.2,64.76,0.0,0.0,0.0,0.0,0.0,64.76,580.24,573.11,0.0,7.13,0.0,546.22,286.51,259.72,0.0,0.0,350.45,0.0,134.99,136.74,0.0,78.72,188.36,91.16,15.7,0.0,81.5,57.04,362.46,0.0,362.46,104.6,0.0,0.0,0.0,104.6,0.0,0.0,4623.06,0.0,4277.09,288.93,134.1,154.82,0.0,57.04,0.0,1971.07,284.64,6.62,0.0,6.62,0.0,126.58,0.0,0.0,30.17,0.0,13.01,108.25,4.29,1253.07,0.0,1253.07,0.0,193.18,336.67,5615.64,0.0,5615.64,0.0,584.75,5030.9,Fairbanks North Star,21006002.0,100354.0,5.0,5063.0,,0.0,AK
2014,Fairbanks,22006001.0,32373,1.013817,5596.09,5585.12,2908.5,288.78,2619.72,2676.62,1884.51,1593.85,235.05,0.0,235.05,0.0,77.76,43.4,12.8,101.09,0.0,0.0,0.0,55.62,792.11,322.7,39.09,0.0,15.0,0.0,0.0,0.0,5.98,0.0,0.0,1.07,11.82,0.0,94.37,170.38,469.4,347.64,31.13,0.09,19.04,71.5,10.97,0.0,0.0,0.0,10.97,0.0,0.0,5256.68,5151.14,2322.68,2253.33,0.0,2253.33,69.35,40.24,0.0,0.0,0.0,0.0,0.0,40.24,984.92,978.28,0.0,6.64,0.0,560.53,258.11,281.53,0.0,20.89,494.05,0.0,131.02,152.21,0.0,210.83,267.34,127.49,30.49,0.0,109.37,46.53,434.83,0.0,434.83,105.54,0.0,0.0,0.0,105.54,0.0,0.0,5256.68,0.0,4378.23,831.92,747.14,84.79,0.0,46.53,0.0,1711.22,818.39,9.61,0.0,9.61,0.0,509.99,0.0,0.0,49.34,0.0,63.47,185.98,13.53,1202.39,0.0,1202.39,0.0,110.81,141.59,5761.35,0.0,5761.35,3.36,5.2,5752.79,Fairbanks North Star,21006002.0,100898.0,5.0,4810.0,,0.0,AK
2015,Fairbanks,22006001.0,31541,1.012615,5696.94,5686.47,2984.06,367.98,2616.07,2702.41,1939.31,1654.6,231.73,0.0,231.73,0.0,82.35,44.25,0.0,105.14,0.0,0.0,0.0,52.98,763.1,374.26,39.39,0.0,13.81,0.0,0.0,0.0,5.1,0.0,0.0,10.92,11.99,0.0,158.42,148.43,388.85,281.6,28.78,12.78,2.46,63.23,10.47,0.0,0.0,0.0,10.47,0.0,0.0,5310.2,5193.16,2499.15,2433.82,0.0,2433.82,65.33,20.5,0.0,0.0,0.0,0.0,0.0,20.5,563.61,556.42,0.0,7.19,0.0,580.62,285.57,274.6,0.0,20.45,431.94,0.0,97.42,154.46,0.0,180.06,239.4,132.59,22.39,0.0,84.42,45.64,812.3,0.0,812.3,117.04,0.0,0.0,1.12,115.92,0.0,0.0,5310.2,0.0,4743.37,521.19,260.18,261.01,0.0,45.64,0.0,2046.5,517.08,15.87,0.0,15.87,0.0,34.42,0.0,0.0,0.0,0.0,0.07,466.73,4.11,1353.79,0.0,1353.79,0.0,262.59,129.87,5884.55,0.0,5884.55,110.64,1.89,5772.02,Fairbanks North Star,21006002.0,99308.0,5.0,4716.0,,0.0,AK
2016,Fairbanks,22006001.0,31638,1.0,5163.45,5152.9,2620.7,161.49,2459.21,2532.2,1992.27,1682.15,237.39,0.0,237.39,0.0,83.09,44.27,0.0,110.03,0.0,0.0,0.0,72.73,539.93,364.39,38.28,0.0,13.58,0.0,0.0,0.0,5.94,0.0,0.0,11.67,12.31,0.0,161.98,134.21,175.54,16.51,23.42,9.0,13.08,113.53,10.55,0.0,0.0,0.0,10.55,0.0,0.0,5031.34,4916.97,2140.33,2082.84,0.0,2082.84,57.5,22.37,0.0,0.0,0.0,0.0,0.0,22.37,479.75,466.34,0.0,13.4,0.0,557.11,231.65,304.41,0.0,21.05,442.05,0.0,95.86,154.82,0.0,191.36,241.08,143.91,16.3,0.11,80.77,44.51,989.77,0.0,989.77,114.37,0.0,0.0,1.31,113.05,0.0,0.0,5031.34,0.0,4279.39,707.44,471.46,235.98,0.0,44.51,0.0,3222.19,704.37,16.21,0.0,16.21,0.0,36.54,0.0,0.0,0.0,0.0,0.0,651.62,3.07,1952.29,0.0,1952.29,0.0,753.32,133.49,6303.69,0.0,6303.69,0.0,163.45,6140.24,Fairbanks North Star,21006002.0,99643.0,5.0,4348.0,,0.0,AK
2002,Birmingham,12037003.0,237453,1.334113,5623.16,5002.23,1632.75,372.67,1260.09,3369.47,2224.85,716.55,736.13,717.16,18.97,1.41,9.34,0.6,0.0,7.62,354.25,0.0,6.47,411.45,1144.62,586.68,40.78,0.0,20.84,56.74,0.35,30.17,36.18,0.0,0.0,86.4,21.41,168.58,11.07,135.0,557.94,418.63,0.0,1.12,0.46,137.73,386.25,375.69,0.0,0.0,10.56,0.0,234.68,7042.97,6459.79,1667.81,1593.28,0.0,1593.28,74.53,366.25,45.89,0.0,0.0,45.89,142.16,178.2,248.28,154.22,44.08,49.97,0.0,760.85,451.78,233.65,48.88,26.54,1838.25,0.0,277.06,471.18,861.01,229.0,300.29,94.47,89.01,19.8,97.01,473.81,804.25,0.0,804.25,320.78,303.43,0.0,0.0,17.36,0.0,262.39,7042.97,0.0,4920.56,1309.71,1182.11,127.6,0.0,550.31,262.39,2537.72,1309.69,155.52,0.0,155.52,1.09,18.94,0.0,0.0,8.03,771.16,1.93,353.03,0.02,11044.78,8.07,11036.71,1550.83,1778.12,1094.52,9927.39,4552.65,5374.74,2229.04,1493.22,1652.48,Jefferson,11037037.0,660197.0,1.0,37843.0,1.0,0.0,AL
2003,Birmingham,12037003.0,233602,1.304386,5825.55,5057.17,1683.12,459.82,1223.31,3374.05,2215.95,726.55,718.62,699.67,18.95,1.41,9.32,0.6,0.0,7.62,360.28,0.0,6.47,404.04,1158.09,633.57,34.45,0.0,17.0,57.78,6.89,35.99,38.54,0.0,0.0,82.39,22.11,192.11,10.03,153.27,524.53,384.32,0.0,0.68,0.3,139.22,359.03,351.06,0.0,0.0,7.97,0.0,409.35,6948.55,6333.71,1548.09,1470.1,0.0,1470.1,77.99,307.26,45.24,0.0,0.0,45.24,142.44,119.58,258.37,168.76,37.18,52.43,0.0,777.01,457.86,238.7,52.72,27.74,1865.68,0.0,259.81,557.17,772.73,275.97,320.23,116.32,85.58,21.25,97.08,562.29,694.79,0.0,694.79,336.24,315.81,0.0,0.0,20.43,0.0,278.6,6948.55,0.0,4960.46,1056.97,927.25,129.72,0.0,652.51,278.6,2584.0,1055.53,42.63,0.0,42.63,4.23,22.9,0.13,0.0,18.69,684.48,35.38,247.09,1.45,13623.97,5.72,13618.25,2246.6,4654.78,1817.27,11032.65,3434.34,7598.31,2923.17,2267.51,2407.63,Jefferson,11037037.0,657518.0,1.0,37154.0,1.0,0.0,AL
2004,Birmingham,12037003.0,230961,1.270551,6733.08,5137.9,1715.97,466.4,1249.57,3421.93,2264.7,798.42,692.04,676.78,15.26,1.14,7.62,0.48,0.0,6.02,360.53,0.0,5.14,408.58,1157.23,663.14,28.46,0.0,15.46,46.35,6.04,34.11,43.43,0.0,0.0,81.25,21.58,251.75,11.9,138.28,494.09,362.83,0.0,1.06,0.15,130.05,441.45,435.99,0.0,0.0,5.46,0.0,1153.73,7301.52,6398.56,1498.79,1423.25,0.0,1423.25,75.54,301.57,48.48,0.0,0.0,48.48,138.49,114.59,214.04,127.93,31.07,55.04,0.0,774.45,447.78,241.86,57.5,27.31,1717.52,0.0,260.11,410.62,734.31,312.48,303.6,102.35,83.21,29.16,88.87,723.07,865.52,0.0,865.52,574.88,551.72,0.0,0.0,23.15,0.0,328.08,7301.52,0.0,4855.86,1265.02,1118.43,146.59,0.0,852.55,328.08,2480.85,1110.55,47.8,0.0,47.8,1.99,9.17,0.37,0.0,29.16,637.77,31.76,352.53,154.47,14962.71,21.85,14940.86,2081.2,7239.73,5727.21,13852.49,6481.61,7370.88,2832.99,2251.36,2286.54,Jefferson,11037037.0,657513.0,1.0,36133.0,1.0,0.0,AL
2005,Birmingham,12037003.0,227574,1.228914,6441.72,4976.67,1749.63,465.0,1284.63,3227.04,2327.15,806.44,719.23,705.19,14.04,1.05,6.96,0.45,0.0,5.57,374.47,0.0,4.76,422.26,899.88,633.82,29.01,0.0,16.37,47.47,0.62,31.08,36.55,0.0,0.0,77.53,21.15,269.68,8.81,111.92,266.06,151.65,25.6,1.29,4.81,82.72,458.74,455.66,0.0,0.0,3.08,0.0,1006.31,6720.07,5774.64,1947.19,1873.0,0.0,1873.0,74.19,289.73,35.96,0.0,0.83,35.13,141.06,112.71,289.09,184.15,47.3,57.64,0.0,797.78,425.14,253.25,89.05,30.34,1517.86,0.0,247.64,452.71,507.98,309.53,371.29,86.16,65.28,121.64,98.21,376.75,184.93,0.0,184.93,627.81,570.09,0.0,0.0,57.72,0.0,317.63,6720.07,0.0,4534.41,1491.17,1404.17,87.0,0.0,376.86,317.63,2487.44,1217.73,462.31,0.0,462.31,1.89,60.72,0.16,0.0,38.97,412.09,0.02,241.56,273.44,14794.28,37.77,14756.51,1913.24,529.45,437.86,13071.17,6352.85,6718.32,3351.13,1762.69,1604.5,Jefferson,11037037.0,656023.0,1.0,31843.0,1.0,0.0,AL
2006,Birmingham,12037003.0,224379,1.190511,6608.91,5202.79,1776.18,514.69,1261.49,3426.61,2361.83,821.2,724.64,709.98,14.66,1.09,7.25,0.47,0.0,5.84,371.31,0.0,4.96,439.71,1064.78,624.35,25.43,0.0,14.87,43.5,9.62,34.59,28.22,0.0,0.0,75.95,15.97,249.95,8.61,132.52,440.43,348.75,22.19,0.03,22.35,47.11,463.98,461.13,0.0,0.0,2.84,0.0,942.14,6963.17,6302.12,2228.22,2150.52,0.0,2150.52,77.7,299.65,45.05,0.0,4.71,40.34,149.45,105.15,359.04,257.95,48.72,52.37,0.0,915.17,483.95,281.25,91.64,58.32,1398.29,11.11,262.73,356.83,500.54,267.09,338.05,90.79,85.15,81.5,80.62,363.89,399.81,0.0,399.81,343.61,304.4,0.0,0.0,39.21,0.0,317.44,6963.17,0.0,4902.02,1379.55,1260.92,118.63,0.0,364.16,317.44,2365.35,1376.41,655.59,0.0,655.59,1.84,61.05,0.0,11.11,46.56,399.66,0.03,200.58,3.15,12110.36,1.88,12108.49,1752.39,231.88,489.97,12344.43,6476.78,5867.65,2295.01,1718.61,1854.03,Jefferson,11037037.0,654919.0,1.0,31843.0,1.0,0.0,AL
2007,Birmingham,12037003.0,221936,1.157542,7767.99,5891.42,1704.33,461.19,1243.13,4187.1,2975.98,830.74,877.85,877.74,0.11,0.0,0.03,0.02,0.0,0.06,392.58,0.0,0.06,874.75,1211.12,635.88,24.83,0.0,13.09,60.18,9.49,31.47,34.05,0.0,0.0,74.93,18.27,261.38,5.0,116.3,575.24,397.81,21.55,35.37,25.68,94.84,606.87,603.78,0.0,0.0,3.09,0.0,1269.69,7091.41,5538.33,1783.56,1703.22,0.0,1703.22,80.33,218.63,2.82,0.0,0.0,2.82,148.17,67.65,559.47,483.66,50.86,24.96,0.0,784.68,420.37,255.84,102.73,5.74,920.77,0.55,254.48,303.83,247.13,114.79,545.57,105.25,86.55,81.81,271.95,541.64,184.0,0.0,184.0,1203.73,1152.19,0.0,0.0,51.54,0.0,349.35,7091.67,0.26,4733.24,1289.19,1241.66,47.53,0.0,719.63,349.35,2249.42,630.45,155.67,0.0,155.67,0.0,181.78,0.0,0.0,10.15,159.38,4.3,119.17,658.74,13964.75,1.73,13963.01,1597.32,3614.77,1466.87,15509.05,6783.53,8725.52,2005.7,2465.01,4254.81,Jefferson,11037037.0,655893.0,1.0,30959.0,1.0,0.0,AL
2008,Birmingham,12037003.0,218880,1.114741,7207.84,6102.63,1852.42,559.98,1292.44,4250.21,3234.49,895.08,960.23,946.8,13.44,0.99,6.63,0.57,0.0,5.25,391.74,0.0,4.49,982.95,1015.72,719.87,25.32,0.0,12.73,58.06,10.68,36.05,30.62,0.0,0.0,84.17,18.81,290.75,4.22,161.19,295.85,160.55,39.5,0.04,1.37,94.4,588.88,585.97,0.0,0.0,2.91,0.0,516.32,6443.31,5529.14,1620.23,1539.42,0.0,1539.42,80.8,368.66,26.27,0.0,0.0,26.27,165.45,176.94,415.15,311.48,45.71,57.96,0.0,794.71,425.31,265.06,100.45,3.89,969.13,0.27,331.01,295.17,236.04,106.64,479.68,105.52,75.26,21.09,277.82,456.01,425.56,20.78,404.78,548.93,523.69,0.0,0.0,25.25,0.0,365.24,6443.96,0.65,4866.52,574.74,367.91,206.83,0.0,636.82,365.24,1908.02,574.4,106.4,0.0,106.4,30.04,20.45,0.0,0.0,21.85,144.58,0.0,251.07,0.34,13607.28,0.29,13606.99,0.07,172.09,407.8,12488.85,6247.21,6241.64,532.55,2726.68,2982.41,Jefferson,11037037.0,655163.0,1.0,29435.0,1.0,0.0,AL
2009,Birmingham,12037003.0,216505,1.118721,5561.03,5770.91,1779.0,443.22,1335.78,3991.91,3004.46,906.72,980.26,966.53,13.73,1.06,6.43,0.61,0.0,5.63,394.39,0.0,5.28,717.82,987.45,717.69,21.36,0.0,9.02,65.23,7.89,35.75,30.22,0.0,0.0,88.13,19.08,280.71,1.42,167.89,269.75,127.91,41.11,0.0,7.37,93.37,608.59,605.28,0.0,0.0,3.31,0.0,-818.46,7289.83,6314.8,1758.6,1673.59,0.0,1673.59,85.02,304.83,0.1,0.0,0.0,0.1,137.31,167.42,545.46,385.68,129.85,29.92,0.0,890.24,484.97,331.76,73.45,0.06,742.06,3.92,214.68,357.98,163.89,1.58,445.96,151.77,84.21,3.59,206.39,504.54,1123.11,0.0,1123.11,597.4,571.82,0.0,0.0,25.58,0.0,377.64,7290.8,0.98,5061.79,1164.68,764.51,400.17,0.0,685.73,377.64,1981.07,1162.0,305.58,0.0,305.58,4.86,14.19,1.7,0.0,27.51,57.38,0.02,750.75,2.68,13264.15,0.27,13263.89,0.56,0.64,433.39,10164.89,5329.54,4835.35,625.75,2443.44,1766.16,Jefferson,11037037.0,656510.0,1.0,29435.0,1.0,0.0,AL
2010,Birmingham,12037003.0,214394,1.100667,7350.97,5510.8,1743.01,547.09,1195.92,3767.79,2781.28,896.7,918.48,900.15,18.33,6.46,5.58,0.62,0.0,5.67,374.81,0.0,5.33,585.96,986.51,635.91,22.38,0.0,10.94,72.27,4.45,34.85,30.89,0.0,0.0,88.46,11.59,265.89,2.29,102.84,350.59,103.29,34.83,49.62,20.25,142.61,663.2,660.86,0.0,0.0,2.34,0.0,1176.97,7475.83,6399.03,1972.84,1887.7,0.0,1887.7,85.14,317.29,2.25,0.0,0.0,2.25,145.5,169.54,559.27,402.0,126.65,30.62,0.0,927.72,472.41,347.03,104.73,3.56,843.56,2.76,166.4,556.07,115.88,2.45,525.72,155.29,83.72,32.8,253.92,566.23,686.4,0.0,686.4,689.46,664.65,0.0,0.0,24.8,0.0,387.34,7476.31,0.48,5292.03,1152.77,793.04,359.72,0.0,643.69,387.34,2354.71,958.25,445.36,0.0,445.36,1.24,7.52,0.31,0.0,28.04,19.71,0.0,456.07,194.52,12455.86,0.0,12455.86,0.49,232.27,890.34,10202.6,5981.18,4221.41,572.97,1841.19,1807.25,Jefferson,11037037.0,658441.0,1.0,29435.0,1.0,0.0,AL
2011,Birmingham,12037003.0,211739,1.066987,6952.61,5355.04,1633.38,547.56,1085.82,3721.66,2842.24,825.57,924.33,906.12,18.21,0.6,5.5,6.45,0.0,5.66,377.48,0.0,5.25,709.61,879.43,581.48,20.97,0.0,9.67,61.11,4.91,32.65,29.77,0.0,0.0,69.63,11.39,245.35,2.17,103.52,297.95,100.71,32.69,0.0,1.84,162.71,713.95,711.67,0.0,0.0,2.29,0.0,883.61,7272.42,5758.68,2003.94,1929.77,0.0,1929.77,74.17,227.86,0.12,0.0,0.0,0.12,145.08,82.65,324.7,219.44,75.78,29.47,0.0,902.54,432.15,306.32,85.38,78.68,796.02,0.0,141.9,463.83,105.05,85.25,438.37,105.14,65.14,128.72,139.38,385.55,679.7,0.0,679.7,986.04,960.52,0.0,0.0,25.52,0.0,527.71,7273.18,0.76,5006.97,1141.87,871.7,270.17,0.0,595.89,527.71,2232.43,808.3,439.95,0.0,439.95,1.8,3.21,0.0,0.0,8.44,10.26,0.0,344.63,333.57,12557.36,0.0,12557.36,362.16,1057.73,551.04,11274.84,6335.69,4939.14,926.99,1290.28,2721.88,Jefferson,11037037.0,658048.0,1.0,29435.0,1.0,0.0,AL
2012,Birmingham,12037003.0,211516,1.045354,6208.56,5149.32,1639.71,578.92,1060.78,3509.61,2543.96,802.98,925.59,907.2,18.39,0.6,5.56,6.51,0.0,5.72,370.22,0.0,5.3,439.86,965.66,657.84,22.59,0.0,11.39,64.66,5.92,35.0,29.19,0.0,0.0,58.71,41.91,243.33,7.82,148.71,307.81,82.61,27.15,0.0,3.71,194.34,737.34,735.35,0.0,0.0,1.99,0.0,321.89,6975.67,5428.5,1744.69,1671.95,0.0,1671.95,72.74,239.5,0.05,0.0,0.0,0.05,147.49,91.96,443.22,329.01,85.31,28.9,0.0,872.66,433.57,285.31,55.13,98.65,706.18,0.0,156.92,446.96,91.04,11.26,469.71,106.68,70.03,124.89,168.11,230.52,722.02,0.0,722.02,1015.3,980.57,0.0,0.0,34.73,0.0,531.86,6976.5,0.83,4887.68,1116.81,992.86,123.95,0.0,439.31,531.86,2338.14,779.0,360.3,0.0,360.3,2.25,8.28,0.54,0.0,4.12,0.0,7.94,395.59,337.81,11647.69,1.62,11646.07,0.28,41.51,350.86,10300.31,6331.45,3968.87,63.01,687.66,3218.2,Jefferson,11037037.0,657789.0,1.0,25990.0,1.0,0.0,AL
2013,Birmingham,12037003.0,210660,1.030263,6580.1,5059.86,1529.93,457.13,1072.8,3529.93,2643.22,783.58,1125.74,959.41,166.33,0.61,12.7,6.61,84.49,61.91,380.71,0.0,5.38,347.81,886.71,679.92,23.94,0.0,10.67,53.71,2.2,41.98,30.0,0.0,0.0,61.1,41.97,237.7,7.64,179.69,206.79,61.98,23.55,6.84,1.36,113.06,736.36,734.2,0.0,0.0,2.16,0.0,783.88,6742.36,5287.32,1508.21,1438.24,0.0,1438.24,69.97,234.37,0.02,0.0,0.0,0.02,152.38,81.97,412.21,303.18,81.24,27.78,0.0,847.34,461.02,274.19,56.32,55.82,750.11,0.0,173.85,432.93,131.94,11.39,505.58,140.27,91.45,132.67,141.19,499.31,530.19,0.0,530.19,951.54,924.95,0.0,0.0,26.59,0.0,503.49,6743.21,0.83,4816.48,719.6,573.92,145.67,0.0,702.82,503.49,2161.04,430.57,195.65,0.0,195.65,1.25,2.9,0.41,0.0,2.61,41.7,8.03,178.03,289.02,15957.03,0.0,15957.03,0.18,597.81,609.02,10127.21,6333.38,3793.83,415.97,665.06,2712.8,Jefferson,11037037.0,657668.0,1.0,25990.0,1.0,0.0,AL
2014,Birmingham,12037003.0,211094,1.013817,6774.47,4972.36,1472.76,405.02,1067.75,3499.6,2658.69,801.45,1127.62,960.45,167.17,0.6,12.77,6.41,84.63,62.74,377.75,0.0,5.3,346.57,840.91,629.52,21.81,0.0,10.36,23.89,1.37,45.66,31.52,0.0,0.0,79.54,41.62,232.95,7.38,143.77,211.4,73.65,19.77,0.0,2.78,115.19,724.56,722.32,0.0,0.0,2.23,0.0,1077.55,6390.09,5011.65,1344.49,1274.28,0.0,1274.28,70.21,185.14,0.02,0.0,0.0,0.02,110.22,74.9,433.5,328.17,75.01,30.32,0.0,867.13,482.09,277.92,50.21,56.91,795.73,0.0,198.09,473.93,108.42,15.28,437.39,103.92,87.7,77.79,167.99,465.61,482.66,0.0,482.66,921.87,894.95,0.0,0.0,26.92,0.0,456.57,6391.14,1.0,4663.56,596.44,403.95,192.49,0.0,673.57,456.57,1065.52,349.06,63.98,0.0,63.98,0.33,0.0,0.4,0.0,14.46,20.1,8.01,241.78,247.38,16052.12,0.0,16052.12,0.07,682.23,605.98,10902.5,6742.34,4160.15,881.1,637.67,2641.38,Jefferson,11037037.0,658727.0,1.0,25990.0,1.0,0.0,AL
